IDjoss,CODEjoss,GLOSSenglish,GLOSSspanish,VALUE
134,ndo,now,ahora,NA
135,ndo,hole,agujero,NA
136,ndo,afraid,tiene miedo,žuʔu
137,ndo,poor,pobre,ⁿdaʔwa̧
138,ndo,two,dos,uu
139,ndo,scorpion,alacrán,NA
140,ndo,go out,salir,NA
141,ndo,paint,pintar,NA
142,ndo,rat,rata,[ti žoto]
142,ndo,rat,rata,ti ti̧ñi̧
143,ndo,swelling,hinchazón,NA
144,ndo,pimple,grano,ⁿǰiʔi
145,ndo,it thunders,truena,kaʔⁿdi
146,ndo,rainbow,arco iris,NA
147,ndo,bird,pájaro,ti laa
148,ndo,frog,rana,laʔƀa
149,ndo,navel,ombligo,NA
150,ndo,urine,orina,NA
151,ndo,chachalaca,chachalaca,NA
152,ndo,smooth,lisa,NA
153,ndo,little,chico,lu(ʔ)lu
154,ndo,day,día,kii
155,ndo,when,cuándo,[ⁿde kii]
156,ndo,plain,llano,žoso
157,ndo,how,cómo,na̧ša
158,ndo,carry,cargar,kʷiso
159,ndo,cockroach,cucaracha,NA
160,ndo,glue,pegamento,NA
161,ndo,sickness,enfermedad,kʷeʔe
162,ndo,see,ver,na ku ⁿdeʔ-o
163,ndo,slow,despacio,kʷee-ni
164,ndo,house,casa,ƀeʔe
165,ndo,mamey,mamey,NA
166,ndo,grind,moler,NA
167,ndo,wing,ala,NA
168,ndo,stool,banquito,tei
169,ndo,cornfield,milpa,itu
170,ndo,yesterday,ayer,iku
171,ndo,other,otro,[inɡa xiči]
172,ndo,comb,peine,NA
173,ndo,be born,se nació,NA
174,ndo,smart,sabio,NA
175,ndo,stone,piedra,žuu
176,ndo,mouth,boca,NA
177,ndo,I,yo,NA
178,ndo,dew,rocío,NA
179,ndo,brush,hierba,NA
180,ndo,furrow,surco,NA
181,ndo,trousers,calzón,NA
182,ndo,priest,sacerdote,NA
183,ndo,brand,fierro,NA
184,ndo,will know,sabrá,ku̧ni̧
185,ndo,squirrel,ardilla,ⁿdi kʷa̧i̧
185,ndo,squirrel,ardilla,ⁿdi kʷa̧ñu̧
186,ndo,loose,floja,NA
187,ndo,heavy,pesado,ƀee
188,ndo,tobacco,tobaco,NA
1,ixtp,rain,lluvia,đaƀi
2,ixtp,agave,maguey,žaƀi
3,ixtp,straw mat,petate,žuui
4,ixtp,four,cuatro,ku̧mi̧
5,ixtp,feather,pluma,tu̧mi̧
6,ixtp,tail,cola,[ⁿdoʔo]
7,ixtp,wax,cera,ñu̧ma̧
8,ixtp,nose,nariz,điči
9,ixtp,word,palabra,[kaʔo]
10,ixtp,near,está cerca,NA
11,ixtp,tree,árbol,žutu̧
12,ixtp,deer,venado,sa-kʷaa
13,ixtp,lard,manteca,đa̧a̧
14,ixtp,smell,olor,điko
15,ixtp,tortilla,tortilla,đita
16,ixtp,vomits,vomita,NA
17,ixtp,lazy,flojo,NA
18,ixtp,bed,cama,šito
19,ixtp,griddle,comal,šoo
20,ixtp,sin,culpa,NA
21,ixtp,bean,frijol,ⁿduči
22,ixtp,water,agua,[te kʷii]
22,ixtp,water,agua,ⁿdute=liquid
23,ixtp,river,río,žute
24,ixtp,mud,lodo,ⁿdeʔi
25,ixtp,man's brother,hermano de h.,ña̧ni̧
26,ixtp,three,tres,u̧ni̧
27,ixtp,tooth,diente,NA
28,ixtp,five,cinco,u̧ʔu̧
29,ixtp,bitter,amargo,NA
30,ixtp,meat,carne,ku̧ñu̧
31,ixtp,red,rojo,kʷaʔa
32,ixtp,(he) went,se fue,[sa̧a̧]
33,ixtp,seven,siete,usa
34,ixtp,thread,hilo,žua
35,ixtp,animal,animal,kisi
36,ixtp,it finishes,se acaba,NA
37,ixtp,egg,blanquillo,ⁿsiƀi
38,ixtp,foam,espuma,či i̧ñu̧
39,ixtp,blood,sangre,ni̧i̧
40,ixtp,husband,marido,ii
41,ixtp,salt,sal,ī̧̀ì̧
42,ixtp,net bag,red,ñu̧nu̧=hamaca
43,ixtp,gourd,jícara,žaši
44,ixtp,squash,calabaza,iki
45,ixtp,coati,tejón coatí,NA
46,ixtp,food,comida,NA
47,ixtp,salty,salado,NA
48,ixtp,blouse,huipil,NA
49,ixtp,work,trabajo,ču̧u̧
50,ixtp,cotton,algodón,kači
51,ixtp,wind,viento,tači
52,ixtp,man,hombre,tee
52,ixtp,man,hombre,tʸaa
53,ixtp,round,redondon,si kate
54,ixtp,oven,horno,šitu̧
55,ixtp,box / drawer,cajón,[kaxa]
56,ixtp,mosquito,zancudo,[saⁿkuđu]
57,ixtp,wait for,esperar,ⁿdʸatu
58,ixtp,rotten,podrido,teʔyi
59,ixtp,grab,agarrar,ti̧i̧
60,ixtp,tendon,tendón,NA
61,ixtp,blow,soplar,siƀi
62,ixtp,handspan,cuarta,NA
63,ixtp,owner,dueño,NA
64,ixtp,lay (egg),poner (huevo),NA
65,ixtp,big (sg.),grande (sg.),kaʔnu̧
66,ixtp,neck,cuello,suku
67,ixtp,will come,va a venir,kiši
68,ixtp,horn,cuerno,ⁿǰiki
69,ixtp,snake,culebra,NA
70,ixtp,ugly,feo,NA
71,ixtp,hill,cerro,žuku
72,ixtp,armadillo,armadillo,NA
73,ixtp,crooked,chueco,NA
74,ixtp,year,año,kʷia
75,ixtp,eyebrow,ceja,NA
76,ixtp,pus,pus,ⁿdakʷa
77,ixtp,demon,demonio,NA
78,ixtp,yellow,amarillo,kʷa̧a̧
79,ixtp,sew,coser,kiku
80,ixtp,will carry,va a cargar,čiđo
80,ixtp,will carry,va a cargar,ku ⁿǰiđo
81,ixtp,that,aquel,(žu)ka̧
82,ixtp,below,abajo,NA
83,ixtp,all night,toda la noche,NA
84,ixtp,hot,caliente,NA
85,ixtp,grain of corn,maíz,nu̧ni̧
86,ixtp,wall,pared,na̧ma̧
87,ixtp,early,temprano,na̧ʔa̧
88,ixtp,open,abierto,na̧ ku̧na̧
89,ixtp,eight,ocho,u̧na̧
90,ixtp,tomato,jitomate,NA
91,ixtp,green bean,ejote,NA
92,ixtp,half,mitad,đaƀa
93,ixtp,cane,caña,ⁿdoo
94,ixtp,clay pot,olla,NA
95,ixtp,liquor,aguardiente,[ⁿdute i̧ʔni̧]
96,ixtp,honey,miel,[ñu̧ñi̧]
97,ixtp,armpit,sobaco,čika lee
98,ixtp,tassel,espiga,NA
99,ixtp,people,gente,ñȩ ʔiƀi
100,ixtp,town,pueblo,ñu̧u̧
101,ixtp,smoke,humo,ñu̧(ʔ)ma̧
102,ixtp,eat,comer,saši
103,ixtp,hawk,gavilán,NA
104,ixtp,truth,verdad,NA
105,ixtp,fire,lumbre,ñu̧ʔu̧
106,ixtp,six,seis,i̧ñu̧
107,ixtp,fingernail,uņa,či̧i̧
108,ixtp,cornstalk,rastrojo,NA
109,ixtp,cornmeal,masa,žusa
110,ixtp,child,hijo,đeʔi
110,ixtp,child,hijo,đee
111,ixtp,"cold, phlegm",catarro,NA
112,ixtp,good,bueno,NA
113,ixtp,because,porque,NA
114,ixtp,this one,este mismo,mi̧i̧
114,ixtp,this one,este mismo,mȩȩ=niño
115,ixtp,is coming,ya viene,ƀaši
116,ixtp,trash,basura,NA
117,ixtp,cat,gato,(čitu)
118,ixtp,prickly pear,nopal,NA
119,ixtp,foot,pie,sa(ʔ)a
120,ixtp,cut,cortar,saⁿde
121,ixtp,fifteen,quince,sa̧ʔu̧
122,ixtp,guts,tripas,(tiši)=estómago
123,ixtp,ten,diez,uši
124,ixtp,cold,frío,ƀiši
125,ixtp,sandal,huarache,ⁿdisa
126,ixtp,housepot,horcón,NA
127,ixtp,name,nombre,kii
128,ixtp,cacao,cacao,điʔƀa=fruta de cacao
129,ixtp,ear,oreja,[tutu]
130,ixtp,tasty,sabroso,NA
131,ixtp,closed,cerrado,kađi
132,ixtp,day after tomorrow,pasado mañana,NA
133,ixtp,sweet,dulce,ᵐƀiđi
134,ixtp,now,ahora,NA
135,ixtp,hole,agujero,NA
136,ixtp,afraid,tiene miedo,žui
137,ixtp,poor,pobre,ⁿdaʔƀi
138,ixtp,two,dos,ui
139,ixtp,scorpion,alacrán,NA
140,ixtp,go out,salir,NA
141,ixtp,paint,pintar,NA
142,ixtp,rat,rata,si ti̧i̧
143,ixtp,swelling,hinchazón,NA
144,ixtp,pimple,grano,ⁿǰiʔi
145,ixtp,it thunders,truena,[kati]
146,ixtp,rainbow,arco iris,NA
147,ixtp,bird,pájaro,laa
148,ixtp,frog,rana,[rana]
149,ixtp,navel,ombligo,NA
150,ixtp,urine,orina,NA
151,ixtp,chachalaca,chachalaca,NA
152,ixtp,smooth,lisa,NA
153,ixtp,little,chico,[ti kʷati]
154,ixtp,day,día,kii
155,ixtp,when,cuándo,a̧ma̧
156,ixtp,plain,llano,žođo
157,ixtp,how,cómo,na̧sa̧
158,ixtp,carry,cargar,ku ⁿǰiđo
159,ixtp,cockroach,cucaracha,NA
160,ixtp,glue,pegamento,NA
161,ixtp,sickness,enfermedad,kʷeʔe
162,ixtp,see,ver,[ni ṣ̌ini]
163,ixtp,slow,despacio,kʷee
164,ixtp,house,casa,ƀeʔe
165,ixtp,mamey,mamey,NA
166,ixtp,grind,moler,NA
167,ixtp,wing,ala,NA
168,ixtp,stool,banquito,[ƀanku]
169,ixtp,cornfield,milpa,itu
170,ixtp,yesterday,ayer,iku
171,ixtp,other,otro,tuku
172,ixtp,comb,peine,NA
173,ixtp,be born,se nació,NA
174,ixtp,smart,sabio,NA
175,ixtp,stone,piedra,žuu
176,ixtp,mouth,boca,NA
177,ixtp,I,yo,žuu
178,ixtp,dew,rocío,NA
179,ixtp,brush,hierba,NA
180,ixtp,furrow,surco,NA
181,ixtp,trousers,calzón,NA
182,ixtp,priest,sacerdote,NA
183,ixtp,brand,fierro,NA
184,ixtp,will know,sabrá,ku̧ni̧
185,ixtp,squirrel,ardilla,[si arđiya]
186,ixtp,loose,floja,NA
187,ixtp,heavy,pesado,ƀee
188,ixtp,tobacco,tobaco,NA
1,mic,rain,lluvia,đawi
2,mic,agave,maguey,yawi
3,mic,straw mat,petate,žuui
4,mic,four,cuatro,ku̧mi̧
5,mic,feather,pluma,tu̧mi̧
6,mic,tail,cola,[ⁿdo(ʔ)o]
7,mic,wax,cera,ñu̧ma̧
8,mic,nose,nariz,điči
9,mic,word,palabra,[ña̧ kani̧]
10,mic,near,está cerca,NA
11,mic,tree,árbol,žutu
12,mic,deer,venado,sa-kʷaa
13,mic,lard,manteca,đa̧a̧
14,mic,smell,olor,điko
15,mic,tortilla,tortilla,đita
16,mic,vomits,vomita,NA
17,mic,lazy,flojo,NA
18,mic,bed,cama,šito
19,mic,griddle,comal,šio
20,mic,sin,culpa,NA
21,mic,bean,frijol,ⁿduči
22,mic,water,agua,[te kʷii]
23,mic,river,río,yute
24,mic,mud,lodo,ⁿdei
25,mic,man's brother,hermano de h.,ña̧ni̧
26,mic,three,tres,u̧ni̧
27,mic,tooth,diente,NA
28,mic,five,cinco,u̧u̧
29,mic,bitter,amargo,NA
30,mic,meat,carne,ku̧ñu̧
31,mic,red,rojo,kʷaa
32,mic,(he) went,se fue,[sa̧a̧]
33,mic,seven,siete,usa
34,mic,thread,hilo,žua
35,mic,animal,animal,kisi
36,mic,it finishes,se acaba,NA
37,mic,egg,blanquillo,ⁿsiƀi
38,mic,foam,espuma,či ʔi̧ñu̧
39,mic,blood,sangre,ni̧i̧
40,mic,husband,marido,ii
41,mic,salt,sal,i̧i̧
42,mic,net bag,red,ñu̧nu̧
43,mic,gourd,jícara,žaši
44,mic,squash,calabaza,iki
45,mic,coati,tejón coatí,NA
46,mic,food,comida,NA
47,mic,salty,salado,NA
48,mic,blouse,huipil,NA
49,mic,work,trabajo,ču̧u̧
50,mic,cotton,algodón,kači
51,mic,wind,viento,tači
52,mic,man,hombre,tʸaa
53,mic,round,redondon,si kate
54,mic,oven,horno,šitu
55,mic,box / drawer,cajón,[kaxo̧ⁿ]
56,mic,mosquito,zancudo,[kʷisi]
57,mic,wait for,esperar,ⁿdʸatu
57,mic,wait for,esperar,ⁿdetu
58,mic,rotten,podrido,tei
59,mic,grab,agarrar,ti̧i̧
60,mic,tendon,tendón,NA
61,mic,blow,soplar,siƀi
62,mic,handspan,cuarta,NA
63,mic,owner,dueño,NA
64,mic,lay (egg),poner (huevo),NA
65,mic,big (sg.),grande (sg.),kaʔnu̧
66,mic,neck,cuello,điku
67,mic,will come,va a venir,kiši
68,mic,horn,cuerno,ⁿsiki
69,mic,snake,culebra,NA
70,mic,ugly,feo,NA
71,mic,hill,cerro,žuku
72,mic,armadillo,armadillo,NA
73,mic,crooked,chueco,NA
74,mic,year,año,kuia
75,mic,eyebrow,ceja,NA
76,mic,pus,pus,ⁿdakʷa
77,mic,demon,demonio,NA
78,mic,yellow,amarillo,kʷa̧a̧
79,mic,sew,coser,tiku
80,mic,will carry,va a cargar,ku ⁿǰiđo
81,mic,that,aquel,(-xa̧)
82,mic,below,abajo,NA
83,mic,all night,toda la noche,NA
84,mic,hot,caliente,NA
85,mic,grain of corn,maíz,nu̧ni̧
86,mic,wall,pared,na̧ma̧
87,mic,early,temprano,na̧a̧
88,mic,open,abierto,na̧ ku̧na̧
89,mic,eight,ocho,u̧na̧
90,mic,tomato,jitomate,NA
91,mic,green bean,ejote,NA
92,mic,half,mitad,đaƀa
93,mic,cane,caña,ⁿdoo
94,mic,clay pot,olla,NA
95,mic,liquor,aguardiente,[ⁿdute i̧ni̧]
96,mic,honey,miel,[ñu̧ñu̧]
97,mic,armpit,sobaco,čika leʔe
98,mic,tassel,espiga,NA
99,mic,people,gente,ñȩ ʔiƀi
100,mic,town,pueblo,ñu̧u̧
101,mic,smoke,humo,ñu̧ma̧
102,mic,eat,comer,saši
103,mic,hawk,gavilán,NA
104,mic,truth,verdad,NA
105,mic,fire,lumbre,ñu̧ʔu̧
106,mic,six,seis,i̧ñu̧
107,mic,fingernail,uņa,či̧i̧
108,mic,cornstalk,rastrojo,NA
109,mic,cornmeal,masa,žusa̧
110,mic,child,hijo,đee
111,mic,"cold, phlegm",catarro,NA
112,mic,good,bueno,NA
113,mic,because,porque,NA
114,mic,this one,este mismo,mi̧i̧
115,mic,is coming,ya viene,ƀaši
116,mic,trash,basura,NA
117,mic,cat,gato,(či̧tu)
118,mic,prickly pear,nopal,NA
119,mic,foot,pie,sa(ʔ)a
120,mic,cut,cortar,sa(ʔ)ⁿde
121,mic,fifteen,quince,sa̧ʔu̧
122,mic,guts,tripas,(tiši)=estómago
123,mic,ten,diez,uši
124,mic,cold,frío,ƀiši
125,mic,sandal,huarache,ⁿdisa
126,mic,housepot,horcón,NA
127,mic,name,nombre,kii
128,mic,cacao,cacao,điƀa
129,mic,ear,oreja,[tutu]
130,mic,tasty,sabroso,NA
131,mic,closed,cerrado,či kađi
132,mic,day after tomorrow,pasado mañana,NA
133,mic,sweet,dulce,ƀiđi
134,mic,now,ahora,NA
135,mic,hole,agujero,NA
136,mic,afraid,tiene miedo,žui
137,mic,poor,pobre,ⁿdaʔƀi
138,mic,two,dos,ui
139,mic,scorpion,alacrán,NA
140,mic,go out,salir,NA
141,mic,paint,pintar,NA
142,mic,rat,rata,si ti̧i̧
143,mic,swelling,hinchazón,NA
144,mic,pimple,grano,ⁿtii
145,mic,it thunders,truena,[kati]
146,mic,rainbow,arco iris,NA
147,mic,bird,pájaro,(si)laa
148,mic,frog,rana,laƀa
149,mic,navel,ombligo,NA
150,mic,urine,orina,NA
151,mic,chachalaca,chachalaca,NA
152,mic,smooth,lisa,NA
153,mic,little,chico,[tii (kʷati)]
154,mic,day,día,kii
155,mic,when,cuándo,a̧ma̧
156,mic,plain,llano,žođo
157,mic,how,cómo,na̧sa̧
158,mic,carry,cargar,ku ⁿǰiđo
159,mic,cockroach,cucaracha,NA
160,mic,glue,pegamento,NA
161,mic,sickness,enfermedad,kʷee
162,mic,see,ver,ⁿdee
163,mic,slow,despacio,kʷee-ni
164,mic,house,casa,ƀee
165,mic,mamey,mamey,NA
166,mic,grind,moler,NA
167,mic,wing,ala,NA
168,mic,stool,banquito,[ƀanku]
169,mic,cornfield,milpa,itu
170,mic,yesterday,ayer,iku
171,mic,other,otro,[inɡa ƀuelta]
172,mic,comb,peine,NA
173,mic,be born,se nació,NA
174,mic,smart,sabio,NA
175,mic,stone,piedra,[kaƀa]
176,mic,mouth,boca,NA
177,mic,I,yo,žuu
178,mic,dew,rocío,NA
179,mic,brush,hierba,NA
180,mic,furrow,surco,NA
181,mic,trousers,calzón,NA
182,mic,priest,sacerdote,NA
183,mic,brand,fierro,NA
184,mic,will know,sabrá,[kači tu̧u̧-i]
185,mic,squirrel,ardilla,[arđiya]
186,mic,loose,floja,NA
187,mic,heavy,pesado,ƀee
188,mic,tobacco,tobaco,NA
1,tepj,rain,lluvia,(ku̧u̧) đawi
2,tepj,agave,maguey,yawi
3,tepj,straw mat,petate,yui
4,tepj,four,cuatro,ku̧mi̧
5,tepj,feather,pluma,tu̧mi̧
6,tepj,tail,cola,[ⁿdoʔo]
7,tepj,wax,cera,ñu̧ma̧
8,tepj,nose,nariz,điči
9,tepj,word,palabra,[đa̧ʔa̧]
10,tepj,near,está cerca,yači
11,tepj,tree,árbol,yutu
12,tepj,deer,venado,sa-kʷaa
13,tepj,lard,manteca,đa̧ʔa̧
14,tepj,smell,olor,điko
15,tepj,tortilla,tortilla,đita
16,tepj,vomits,vomita,ⁿdusa
17,tepj,lazy,flojo,đusa̧
18,tepj,bed,cama,šito
19,tepj,griddle,comal,šʸoo
20,tepj,sin,culpa,kʷači
21,tepj,bean,frijol,ⁿduči
22,tepj,water,agua,[te kʷii]
22,tepj,water,agua,ⁿdute=liquid
23,tepj,river,río,yute
24,tepj,mud,lodo,ⁿdeʔi
25,tepj,man's brother,hermano de h.,ña̧ni̧
26,tepj,three,tres,u̧ni̧
27,tepj,tooth,diente,nu̧ʔu̧
28,tepj,five,cinco,u̧ʔu̧
29,tepj,bitter,amargo,ua
30,tepj,meat,carne,ku̧ñu̧
31,tepj,red,rojo,kʷaʔa
32,tepj,(he) went,se fue,kʷa̧ʔa̧
33,tepj,seven,siete,usa
34,tepj,thread,hilo,yuʔa
35,tepj,animal,animal,kisi
36,tepj,it finishes,se acaba,ⁿsiʔi
37,tepj,egg,blanquillo,ⁿsiwi
38,tepj,foam,espuma,či ʔi̧ñu̧
39,tepj,blood,sangre,ni̧i̧
40,tepj,husband,marido,ii
41,tepj,salt,sal,ì̧ì̧
42,tepj,net bag,red,ñu̧ñu̧
43,tepj,gourd,jícara,yaši
44,tepj,squash,calabaza,iki
45,tepj,coati,tejón coatí,[si ma̧ʔa̧]=mapache
46,tepj,food,comida,ⁿdei=mole
47,tepj,salty,salado,uʔa
48,tepj,blouse,huipil,NA
49,tepj,work,trabajo,ču̧u̧
50,tepj,cotton,algodón,kači
51,tepj,wind,viento,tači
52,tepj,man,hombre,tʸaa
53,tepj,round,redondon,si kate
54,tepj,oven,horno,šitu
55,tepj,box / drawer,cajón,satu
56,tepj,mosquito,zancudo,[si yuku̧]
57,tepj,wait for,esperar,ⁿdʸatu
58,tepj,rotten,podrido,teʔi
59,tepj,grab,agarrar,ti̧i̧
60,tepj,tendon,tendón,tuči
61,tepj,blow,soplar,siwi
62,tepj,handspan,cuarta,NA
63,tepj,owner,dueño,stoʔo
64,tepj,lay (egg),poner (huevo),saki
65,tepj,big (sg.),grande (sg.),kaʔnu̧
66,tepj,neck,cuello,đuku
67,tepj,will come,va a venir,kiši
68,tepj,horn,cuerno,ⁿsiki
69,tepj,snake,culebra,koo
70,tepj,ugly,feo,[ⁿǰeʔe]
70,tepj,ugly,feo,kini̧
71,tepj,hill,cerro,yuku
72,tepj,armadillo,armadillo,NA
73,tepj,crooked,chueco,yakʷa
74,tepj,year,año,kʷia
75,tepj,eyebrow,ceja,đikʷa
76,tepj,pus,pus,ⁿdakʷa
77,tepj,demon,demonio,te kʷi̧ʔna̧
78,tepj,yellow,amarillo,kʷa̧a̧
79,tepj,sew,coser,kiku
80,tepj,will carry,va a cargar,kʷiđo
81,tepj,that,aquel,yuka̧
82,tepj,below,abajo,[tiši]
83,tepj,all night,toda la noche,ni̧nu̧
84,tepj,hot,caliente,i̧ʔni̧
85,tepj,grain of corn,maíz,nu̧ni̧
86,tepj,wall,pared,na̧ma̧
87,tepj,early,temprano,na̧ʔa̧
88,tepj,open,abierto,nu̧na̧
89,tepj,eight,ocho,u̧na̧
90,tepj,tomato,jitomate,si na̧na̧
91,tepj,green bean,ejote,ⁿdiči
92,tepj,half,mitad,đawa
92,tepj,half,mitad,[la taʔwi]
93,tepj,cane,caña,ⁿdòò
94,tepj,clay pot,olla,kiđi
95,tepj,liquor,aguardiente,[ⁿdute]
95,tepj,liquor,aguardiente,ⁿsiđi=tepache
96,tepj,honey,miel,[ñu̧ñu̧]
96,tepj,honey,miel,ⁿduđi
97,tepj,armpit,sobaco,čika leʔe
98,tepj,tassel,espiga,yoko
99,tepj,people,gente,ñȩ ʔiwi
100,tepj,town,pueblo,ñu̧u̧
101,tepj,smoke,humo,ñu̧ʔma̧
102,tepj,eat,comer,šiši
103,tepj,hawk,gavilán,[si đi̧ʔa̧]
104,tepj,truth,verdad,[ⁿdaa]
104,tepj,truth,verdad,ⁿdisa
105,tepj,fire,lumbre,ñú̧ʔú̧
106,tepj,six,seis,i̧ñu̧
107,tepj,fingernail,uņa,či̧i̧
108,tepj,cornstalk,rastrojo,tu ña̧ma̧
109,tepj,cornmeal,masa,yusa
110,tepj,child,hijo,đeʔe
111,tepj,"cold, phlegm",catarro,NA
112,tepj,good,bueno,waʔa
113,tepj,because,porque,ƀači
114,tepj,this one,este mismo,mi̧i̧
115,tepj,is coming,ya viene,waši
116,tepj,trash,basura,mi̧ʔi̧
117,tepj,cat,gato,(čitu)
118,tepj,prickly pear,nopal,wi̧ʔⁿdʸa
119,tepj,foot,pie,saʔa
120,tepj,cut,cortar,saʔⁿde
121,tepj,fifteen,quince,sa̧ʔu̧
122,tepj,guts,tripas,sisi
123,tepj,ten,diez,uši
124,tepj,cold,frío,wiši
125,tepj,sandal,huarache,ⁿdisa̧
126,tepj,housepot,horcón,đɨ͂ʔɨ͂
127,tepj,name,nombre,kii
128,tepj,cacao,cacao,điʔwa
129,tepj,ear,oreja,[tutu]
130,tepj,tasty,sabroso,ađi
131,tepj,closed,cerrado,ⁿdʸađi
132,tepj,day after tomorrow,pasado mañana,iđa
133,tepj,sweet,dulce,wiđi
134,tepj,now,ahora,wiči=today
135,tepj,hole,agujero,yawi
136,tepj,afraid,tiene miedo,yuʔi
137,tepj,poor,pobre,ⁿdaʔwi
138,tepj,two,dos,uwi
139,tepj,scorpion,alacrán,si đu̧ʔma̧
140,tepj,go out,salir,kee
141,tepj,paint,pintar,NA
142,tepj,rat,rata,[ti yoto]
142,tepj,rat,rata,si ti̧i̧
143,tepj,swelling,hinchazón,kʷi̧ñu̧
143,tepj,swelling,hinchazón,[ni̧ nȩi̧]
144,tepj,pimple,grano,ⁿsiʔi
145,tepj,it thunders,truena,[kati]
146,tepj,rainbow,arco iris,si koo ya̧ʔⁿǰi
147,tepj,bird,pájaro,laa
148,tepj,frog,rana,laʔwa
149,tepj,navel,ombligo,la̧ⁿdu
150,tepj,urine,orina,te đađa
151,tepj,chachalaca,chachalaca,NA
152,tepj,smooth,lisa,ⁿsiʔwi
152,tepj,smooth,lisa,ⁿǰii
153,tepj,little,chico,[ti tii]
154,tepj,day,día,kii
155,tepj,when,cuándo,a̧ma̧
156,tepj,plain,llano,yođo
157,tepj,how,cómo,na̧ⁿsa̧
158,tepj,carry,cargar,ⁿsiđa
159,tepj,cockroach,cucaracha,[ši waa]
160,tepj,glue,pegamento,NA
161,tepj,sickness,enfermedad,kʷeʔe
162,tepj,see,ver,ⁿdeʔe
163,tepj,slow,despacio,kʷee
164,tepj,house,casa,weʔe
165,tepj,mamey,mamey,ⁿčika
166,tepj,grind,moler,ⁿǰiko
167,tepj,wing,ala,ⁿdiši̧
168,tepj,stool,banquito,tei
169,tepj,cornfield,milpa,itu
170,tepj,yesterday,ayer,iku
171,tepj,other,otro,tuku
172,tepj,comb,peine,kʷika
173,tepj,be born,se nació,kaku
174,tepj,smart,sabio,tuʔwa
175,tepj,stone,piedra,yuu
176,tepj,mouth,boca,yuʔu
177,tepj,I,yo,yuʔu
178,tepj,dew,rocío,yuyu
179,tepj,brush,hierba,yuku
180,tepj,furrow,surco,yuku
181,tepj,trousers,calzón,satu
182,tepj,priest,sacerdote,đutu
183,tepj,brand,fierro,NA
184,tepj,will know,sabrá,[ku ⁿdeʔe]
185,tepj,squirrel,ardilla,[arđiya]
186,tepj,loose,floja,[đaya]
187,tepj,heavy,pesado,wee
188,tepj,tobacco,tobaco,i̧nu̧=cigarro
1,cos,rain,lluvia,đawi̧ (ku̧u̧)
2,cos,agave,maguey,yawi
3,cos,straw mat,petate,yui
4,cos,four,cuatro,ku̧mi̧
5,cos,feather,pluma,tu̧mi̧
6,cos,tail,cola,[ⁿdoʔo]
7,cos,wax,cera,ñu̧ma̧
8,cos,nose,nariz,điči̧
9,cos,word,palabra,tu̧ (đawi)
10,cos,near,está cerca,yači̧
11,cos,tree,árbol,yutu̧ⁿ
12,cos,deer,venado,sa-kʷaa
13,cos,lard,manteca,đa̧ʔa̧
14,cos,smell,olor,điko
15,cos,tortilla,tortilla,đita
16,cos,vomits,vomita,ⁿdusa
17,cos,lazy,flojo,đusa̧
18,cos,bed,cama,šito
19,cos,griddle,comal,šio
20,cos,sin,culpa,kʷači
21,cos,bean,frijol,ⁿduči
22,cos,water,agua,[ti kʷii]
22,cos,water,agua,ⁿdute=liquid
23,cos,river,río,yute
24,cos,mud,lodo,ⁿdeʔi
25,cos,man's brother,hermano de h.,ña̧ni̧
26,cos,three,tres,u̧ni̧
27,cos,tooth,diente,nu̧ʔu̧
28,cos,five,cinco,u̧ʔu̧
29,cos,bitter,amargo,ua
30,cos,meat,carne,ku̧nu̧
31,cos,red,rojo,kʷaʔa
32,cos,(he) went,se fue,kʷa̧ʔa̧
33,cos,seven,siete,usa
34,cos,thread,hilo,yuʔa
35,cos,animal,animal,kisi
36,cos,it finishes,se acaba,ⁿsiʔi
37,cos,egg,blanquillo,ⁿsiwi
38,cos,foam,espuma,či ʔi̧ñu̧
39,cos,blood,sangre,ni̧i̧
40,cos,husband,marido,ii
41,cos,salt,sal,i̧i̧ⁿ
42,cos,net bag,red,ñu̧nu̧
43,cos,gourd,jícara,yaši̧
44,cos,squash,calabaza,iki̧
45,cos,coati,tejón coatí,[si ma̧ʔa̧]=mapache
46,cos,food,comida,ⁿdeyu=mole
47,cos,salty,salado,uʔa
48,cos,blouse,huipil,điku̧
49,cos,work,trabajo,či̧ñu̧
50,cos,cotton,algodón,kači
51,cos,wind,viento,tači
52,cos,man,hombre,tʸaa
53,cos,round,redondon,si kate
54,cos,oven,horno,šitu̧ᵑ
55,cos,box / drawer,cajón,satu̧ᵑ
56,cos,mosquito,zancudo,[si yuku̧]
57,cos,wait for,esperar,ⁿdʸatu
58,cos,rotten,podrido,teʔi
59,cos,grab,agarrar,ti̧i̧
60,cos,tendon,tendón,tuči
61,cos,blow,soplar,siwi
62,cos,handspan,cuarta,too
63,cos,owner,dueño,stoʔo
64,cos,lay (egg),poner (huevo),saki̧
65,cos,big (sg.),grande (sg.),kaʔnu̧
66,cos,neck,cuello,đuku̧
67,cos,will come,va a venir,waši
68,cos,horn,cuerno,ⁿsiki
69,cos,snake,culebra,koo
70,cos,ugly,feo,kini̧
71,cos,hill,cerro,yuku
72,cos,armadillo,armadillo,yakʷi̧
73,cos,crooked,chueco,yakʷa
74,cos,year,año,kʷia
74,cos,year,año,kʷiya
75,cos,eyebrow,ceja,đikʷa
76,cos,pus,pus,ⁿdakʷa
