__PK,Language name,Language sub-family,AFFIX (Verb),AFFIX (Lg.),TONE (Verb),TONE (Lg.),STEM (Verb),STEM (Lg.),Citation form,English,Spanish,Transitivity,Stem phonology,Stem alternation,Inflected form (IRR),Inflected form (NEG.IRR),Inflected form (CPL-1),Inflected form (CPL-2),Inflected form (INCPL),Inflected form (Stative),Tone (IRR),Tone (NEG.IRR),Tone (CPL-1) – lexical tone,Tone (CPL-2),Tone (INCPL)
4238,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta³na³,complain (about pain),quejarse de dolor,intr,Bimoraic,Invariable,ta³na³,ta¹⁴na³,ni¹-ta³na³,ta¹³na³,ta⁴na³,,3–3,14–3,3–3,13–3,4–3
4606,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta³ndaʔ³a⁴,get married,casarse,intr,Trimoraic,Invariable,ta³ndaʔ³a⁴,ta¹⁴ndaʔ³a⁴,ni¹-ta³ndaʔ³a⁴,ta¹³ndaʔ³a⁴,ta⁴ndaʔ³a⁴,,3–3–4,14–3–4,3–3–4,13–3–4,4–3–4
4607,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta³nde³e³,put,poner,tr,Trimoraic,Invariable,ta³nde³e³,ta¹⁴nde³e³,ni¹-ta³nde³e³,ta¹³nde³e³,ta⁴nde³e³,nde⁴e⁴,3–3–3,14–3–3,3–3–3,13–3–3,4–3–3
4239,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta³ni³,be carried by water,ser llevado por el agua,intr,Bimoraic,Invariable,ta³ni³,ta¹⁴ni³,ni¹-ta³ni³,ta¹³ni³,ta⁴ni³,,3–3,14–3,3–3,13–3,4–3
4608,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta³seʔ⁴e²,hide,esconder,tr,Trimoraic,Invariable,ta³seʔ⁴e²,ta¹⁴seʔ⁴e²,ni¹-ta³seʔ⁴e²,ta¹³seʔ⁴e²,ta⁴seʔ⁴e²,seʔ⁴e²,3–4–2,14–4–2,3–4–2,13–4–2,4–4–2
4241,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta³ta⁴,"urinate, defecate","evacuar (orín, estiércol)",intr,Bimoraic,Invariable,ta³ta⁴,ta¹⁴ta⁴,ni¹-ta³ta⁴,ta¹³ta⁴,ta⁴ta⁴,,3–4,14–4,3–4,13–4,4–4
4485,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta³tu²u²,borrow,pedir prestado,tr,Trimoraic,Invariable,ta³tu²u²,ta¹⁴tu²u²,ni¹-ta³tu²u²,ta¹³tu²u²,ta⁴tu²u²,,3–2–2,14–2–2,3–2–2,13–2–2,4–2–2
4609,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta³xaʔ⁴a⁴,dance,bailar,intr,Trimoraic,Invariable,ta³xaʔ⁴a⁴,ta¹⁴xaʔ⁴a⁴,ni¹-ta³xaʔ⁴a⁴,ta¹³xaʔ⁴a⁴,ta⁴xaʔ⁴a⁴,,3–4–4,14–4–4,3–4–4,13–4–4,4–4–4
4242,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta³xi³,give,dar,dtr,Bimoraic,Invariable,ta³xi³,ta¹⁴xi³,ni¹-ta³xi³,ta¹³xi³,ta⁴xi³,,3–3,14–3,3–3,13–3,4–3
4643,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta³xi³kwaʔ⁴a⁴,save,guardar,tr,Quadrimoraic,Invariable,ta³xi³kwaʔ⁴a⁴,ta¹⁴xi³kwaʔ⁴a⁴,ni¹-ta³xi³kwaʔ⁴a⁴,ta¹³xi³kwaʔ⁴a⁴,ta⁴xi³kwaʔ⁴a⁴,,3–3–4–4,14–3–4–4,3–3–4–4,13–3–4–4,4–3–4–4
4243,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta³xi⁴,fire someone from a job,despedir a alguien de un trabajo,tr,Bimoraic,Invariable,ta³xi⁴,ta¹⁴xi⁴,ni¹-ta³xi⁴,ta¹³xi⁴,ta⁴xi⁴,,3–4,14–4,3–4,13–4,4–4
4244,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ta³ya²,loosen up,aflojarse,intr,Bimoraic,Invariable,ta³ya²,ta¹⁴ya²,ni¹-ta³ya²,ta¹³ya²,ta⁴ya²,,3–2,14–2,3–2,13–2,4–2
4228,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,taʔ¹bi⁴,break,quebrarse,intr,Bimoraic,Invariable,taʔ¹bi⁴,taʔ¹⁴bi¹⁴,ni¹-taʔ¹bi⁴,taʔ¹bi⁴,taʔ⁴bi¹⁴,,1–4,14–14,1–4,1–4,4–14
4245,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,taʔ¹nda¹,rip (clothing),rasgarse la ropa,intr,Bimoraic,Invariable,taʔ¹nda¹,taʔ¹⁴nda¹,ni¹-taʔ¹nda¹,taʔ¹nda¹,taʔ⁴nda¹,,1–1,14–1,1–1,1–1,4–1
4246,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,taʔ¹nu¹,split in two,partirse en dos,intr,Bimoraic,Invariable,taʔ¹nu¹,taʔ¹⁴nu¹,ni¹-taʔ¹nu¹,taʔ¹nu¹,taʔ⁴nu¹,,1–1,14–1,1–1,1–1,4–1
4234,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,taʔ¹yu¹,rot,pudrirse,intr,Bimoraic,Invariable,taʔ¹yu¹,taʔ¹⁴yu¹,ni¹-taʔ¹yu¹,taʔ¹yu¹,taʔ⁴yu¹,,1–1,14–1,1–1,1–1,4–1
4248,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,taʔ³bi⁴,break,quebrar,tr,Bimoraic,Invariable,taʔ³bi⁴,taʔ¹⁴bi⁴,ni¹-taʔ³bi⁴,taʔ¹³bi⁴,taʔ⁴bi⁴,taʔ⁴bi⁴,3–4,14–4,3–4,13–4,4–4
4240,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,taʔ³ni³,smell,oler,tr,Bimoraic,Invariable,taʔ³ni³,taʔ¹⁴ni³,ni¹-taʔ³ni³,taʔ¹³ni³,taʔ⁴ni³,,3–3,14–3,3–3,13–3,4–3
4249,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ti¹⁴bi³,decompose,descomponerse,intr,Bimoraic,Invariable,ti¹⁴bi³,kwa¹⁴ ti¹⁴bi³,ni¹-ti¹⁴bi³,ti¹⁴bi³,i⁴ti¹⁴bi³,,14–3,14 –14–3,14–3,14–3,(4)–14–3
4250,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ti¹in³,get stuck,atorarse,intr,Bimoraic,Invariable,ti¹in³,ti¹⁴in¹³,ni¹-ti¹in³,ti¹in³,ti⁴in¹³,,1–3,14–13,1–3,1–3,4–13
4251,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ti³bi²,blow,soplar,intr,Bimoraic,Invariable,ti³bi²,ti¹⁴bi²,ni¹-ti³bi²,ti¹³bi²,ti⁴bi²,,3–2,14–2,3–2,13–2,4–2
4486,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ti³chaʔ⁴ni³,kick,patear,tr,Trimoraic,Invariable,ti³chaʔ⁴ni³,ti¹⁴chaʔ⁴ni³,ni¹-ti³chaʔ⁴ni³,ti¹³chaʔ⁴ni³,ti⁴chaʔ⁴ni³,,3–4–3,14–4–3,3–4–3,13–4–3,4–4–3
4253,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ti³in³,grab,agarrar,tr,Bimoraic,Invariable,ti³in³,ti¹⁴in³,ni¹-ti³in³,ti¹³in³,ti⁴in⁴,,3–3,14–3,3–3,13–3,4–4
4610,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ti³ka³si²,close,cerrar,tr,Trimoraic,Invariable,ti³ka³si²,ti¹⁴ka³si²,ni¹-ti³ka³si²,ti¹³ka³si²,ti⁴ka³si²,nda⁴si²,3–3–2,14–3–2,3–3–2,13–3–2,4–3–2
4487,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ti³nda²a²,stop,detener,tr,Trimoraic,Invariable,ti³nda²a²,ti¹⁴nda²a²,ni¹-ti³nda²a²,ti¹³nda²a²,ti⁴nda²a²,,3–2–2,14–2–2,3–2–2,13–2–2,4–2–2
4255,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ti³so⁴,get ill of elephantiasis,enfermarse de carnosidad,tr,Bimoraic,Invariable,ti³so⁴,ti¹⁴so⁴,ni¹-ti³so⁴,ti¹³so⁴,ti⁴so⁴,,3–4,14–4,3–4,13–4,4–4
4611,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ti³su⁴ku²⁴,cover,cubrir,tr,Trimoraic,Invariable,ti³su⁴ku²⁴,ti¹⁴su⁴ku²⁴,ni¹-ti³su⁴ku²⁴,ti¹³su⁴ku²⁴,ti⁴su⁴ku²⁴,,3–4–24,14–4–24,3–4–24,13–4–24,4–4–24
4488,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ti³xi⁴tin⁴,dig (the pig),escarbar (el marrano),tr,Trimoraic,Invariable,ti³xi⁴tin⁴,ti¹⁴xi⁴tin⁴,ni¹-ti³xi⁴tin⁴,ti¹³xi⁴tin⁴,ti⁴xi⁴tin⁴,,3–4–4,14–4–4,3–4–4,13–4–4,4–4–4
4252,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,tiʔ³bi³,suck,chupar,tr,Bimoraic,Invariable,tiʔ³bi³,tiʔ¹⁴bi³,ni¹-tiʔ³bi³,tiʔ¹³bi³,tiʔ⁴bi³,,3–3,14–3,3–3,13–3,4–3
4256,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,tiʔ³bi⁴,send,enviar,tr,Bimoraic,Invariable,tiʔ³bi⁴,tiʔ¹⁴bi⁴,ni¹-tiʔ³bi⁴,tiʔ¹³bi⁴,tiʔ⁴bi⁴,,3–4,14–4,3–4,13–4,4–4
4254,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,tiʔ³nu³,grab with fist,agarrar con el puño,tr,Bimoraic,Invariable,tiʔ³nu³,tiʔ¹⁴nu³,ni¹-tiʔ³nu³,tiʔ¹³nu³,tiʔ⁴nu³,,3–3,14–3,3–3,13–3,4–3
4257,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,to¹o³,drip,gotear,intr,Bimoraic,Invariable,to¹o³,to¹⁴o¹³,ni¹-to¹o³,to¹o³,to⁴o¹³,,1–3,14–13,1–3,1–3,4–13
4267,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,tu¹nda³²,be stripped of,ser despojado de,intr,Bimoraic,Invariable,tu¹nda³²,tu¹⁴nda³²,ni¹-tu¹nda³²,tu¹nda³²,tu⁴nda³²,,1–32,14–32,1–32,1–32,4–32
4258,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,tu¹u³,appear,aparecerse,intr,Bimoraic,Invariable,tu¹u³,tu¹⁴u¹³,ni¹-tu¹u³,tu¹u³,tu⁴u¹³,,1–3,14–13,1–3,1–3,4–13
4265,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,tu¹un¹,turn on,encenderse,intr,Bimoraic,Invariable,tu¹un¹,tu¹⁴un¹,ni¹-tu¹un¹,tu¹un¹,tu⁴un¹,,1–1,14–1,1–1,1–1,4–1
4259,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,tu¹xi⁴,be crushed,ser machacado,intr,Bimoraic,Invariable,tu¹xi⁴,tu¹⁴xi¹⁴,ni¹-tu¹xi⁴,tu¹xi⁴,tu⁴xi¹⁴,,1–4,14–14,1–4,1–4,4–14
4612,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,tu¹xuʔ⁴u²,get hurt,lastimarse,intr,Trimoraic,Invariable,tu¹xuʔ⁴u²,tu¹⁴xuʔ¹⁴u²,ni¹-tu¹xuʔ⁴u²,tu¹xuʔ⁴u²,tu⁴xuʔ¹⁴u²,,1–4–2,14–14–2,1–4–2,1–4–2,4–14–2
4489,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,tu³teʔ⁴e⁴,peck,picotear,tr,Trimoraic,Invariable,tu³teʔ⁴e⁴,tu¹⁴teʔ⁴e⁴,ni¹-tu³teʔ⁴e⁴,tu¹³teʔ⁴e⁴,tu⁴teʔ⁴e⁴,,3–4–4,14–4–4,3–4–4,13–4–4,4–4–4
4260,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,tu³tu⁴,whistle,silbar,intr,Bimoraic,Invariable,tu³tu⁴,tu¹⁴tu⁴,ni¹-tu³tu⁴,tu¹³tu⁴,tu⁴tu²⁴,,3–4,14–4,3–4,13–4,4–24
4261,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,tu³u³,sting,picar,tr,Bimoraic,Invariable,tu³u³,tu¹⁴u³,ni¹-tu³u³,tu¹³u³,tu⁴u⁴,,3–3,14–3,3–3,13–3,4–4
4262,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,tu³u⁴,roll,rodarse,intr,Bimoraic,Invariable,tu³u⁴,tu¹⁴u²⁴,ni¹-tu³u⁴,tu¹³u⁴,tu⁴u²⁴,,3–4,14–24,3–4,13–4,4–24
4266,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,tu³un²,turn on,encender,tr,Bimoraic,Invariable,tu³un²,tu¹⁴un²,ni¹-tu³un²,tu¹³un²,tu⁴un²,,3–2,14–2,3–2,13–2,4–2
4264,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,tu³xi⁴,crush,machacar,tr,Bimoraic,Invariable,tu³xi⁴,tu¹⁴xi⁴,ni¹-tu³xi⁴,tu¹³xi⁴,tu⁴xi⁴,,3–4,14–4,3–4,13–4,4–4
4263,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,tuʔ³un³,pull up,arrancar,tr,Bimoraic,Invariable,tuʔ³un³,tuʔ¹⁴un³,ni¹-tuʔ³un³,tuʔ¹³un³,tuʔ⁴un³,,3–3,14–3,3–3,13–3,4–3
4268,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xa¹⁴bi²,get tired,cansarse,intr,Bimoraic,Invariable,xa¹⁴bi²,kwa¹⁴ xa¹⁴bi²,ni¹-xa¹⁴bi²,xa¹⁴bi²,i⁴xa¹⁴bi²,,14–2,14 –14–2,14–2,14–2,(4)–14–2
4269,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xa¹⁴ni²,dream,soñar,intr,Bimoraic,Invariable,xa¹⁴ni²,kwa¹⁴ xa¹⁴ni²,ni¹-xa¹⁴ni²,xa¹⁴ni²,i⁴xa¹⁴ni²,,14–2,14 –14–2,14–2,14–2,(4)–14–2
4270,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xa¹⁴ta²,shave (head),rasurar (cabeza),tr,Bimoraic,Invariable,xa¹⁴ta²,kwa¹⁴ xa¹⁴ta²,ni¹-xa¹⁴ta²,xa¹⁴ta²,i⁴xa¹⁴ta²,,14–2,14 –14–2,14–2,14–2,(4)–14–2
4271,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xa¹a¹,arrive there,llegar allá,intr,Bimoraic,Invariable,xa¹a¹,xa¹⁴a¹,ni¹-xa¹a¹,xa¹a¹,xa⁴a¹,,1–1,14–1,1–1,1–1,4–1
4272,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xa¹xa¹,be given away,ser regalado,intr,Bimoraic,Invariable,xa¹xa¹,xa¹⁴xa¹,ni¹-xa¹xa¹,xa¹xa¹,xa⁴xa¹,,1–1,14–1,1–1,1–1,4–1
4273,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xa³a³,flower,florear,intr,Bimoraic,Invariable,xa³a³,----,ni¹-xa³a³,xa¹³a³,xa⁴a⁴,,3–3,,3–3,13–3,4–4
4274,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xa³ka³,cajole,sonsacar,tr,Bimoraic,Invariable,xa³ka³,----,ni¹-xa³ka³,xa¹³ka³,xa⁴ka³,,3–3,,3–3,13–3,4–3
4275,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xa³nda⁴,play a guitar,tocar la guitarra,tr,Bimoraic,Invariable,xa³nda⁴,xa¹⁴nda⁴,ni¹-xa³nda⁴,xa¹³nda⁴,xa⁴nda⁴,,3–4,14–4,3–4,13–4,4–4
4276,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xa³xa⁴,give (as a gift),regalar,tr,Bimoraic,Invariable,xa³xa⁴,xa¹⁴xa⁴,ni¹-xa³xa⁴,xa¹³xa⁴,xa⁴xa⁴,,3–4,14–4,3–4,13–4,4–4
4277,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xi¹⁴ko³,sell,vender,tr,Bimoraic,Invariable,xi¹⁴ko³,kwa¹⁴ xi¹⁴ko³,ni¹-xi¹⁴ko³,xi¹⁴ko³,i⁴xi¹⁴ko³,,14–3,14 –14–3,14–3,14–3,(4)–14–3
4278,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xi¹⁴nda²,carve,tallar,tr,Bimoraic,Invariable,xi¹⁴nda²,kwa¹⁴ xi¹⁴nda²,ni¹-xi¹⁴nda²,xi¹⁴nda²,i⁴xi¹⁴nda²,,14–2,14 –14–2,14–2,14–2,(4)–14–2
4280,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xi¹⁴ta³,pull,jalar,tr,Bimoraic,Invariable,xi¹⁴ta³,kwa¹⁴ xi⁴ta³,ni¹-xi¹⁴ta³,xi¹⁴ta³,i⁴xi¹⁴ta³,,14–3,14 –4–3,14–3,14–3,(4)–14–3
4281,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xi¹ni³,get drunk,emborracharse,intr,Bimoraic,Invariable,xi¹ni³,xi¹⁴ni³,ni¹-xi¹ni³,xi¹ni³,xi⁴ni¹³,,1–3,14–3,1–3,1–3,4–13
4282,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xi¹nu³,finish,completarse,intr,Bimoraic,Invariable,xi¹nu³,xi¹⁴nu¹³,ni¹-xi¹nu³,xi¹nu³,xi⁴nu¹³,,1–3,14–13,1–3,1–3,4–13
4283,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xi¹xin⁴,numb,entumecerse,intr,Bimoraic,Invariable,xi¹xin⁴,xi¹⁴xin¹⁴,ni¹-xi¹xin⁴,xi¹xin⁴,xi⁴xin¹⁴,,1–4,14–14,1–4,1–4,4–14
4284,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xi³i²,fade,marchitarse,intr,Bimoraic,Invariable,xi³i²,xi¹⁴i²,ni¹-xi³i²,xi¹³i²,xi⁴i²,,3–2,14–2,3–2,13–2,4–2
4490,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xi³ka⁴ba¹³,turn over,voltearse,intr,Trimoraic,Invariable,xi³ka⁴ba¹³,xi¹³ka⁴ba¹³,ni¹-xi³ka⁴ba¹³,xi¹³ka⁴ba¹³,xi⁴ka⁴ba¹³,,3–4–13,13–4–13,3–4–13,13–4–13,4–4–13
4613,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xi³kwaʔ⁴a⁴,build,construir,tr,Trimoraic,Invariable,xi³kwaʔ⁴a⁴,xi¹⁴kwaʔ⁴a⁴,ni¹-xi³kwaʔ⁴a⁴,xi¹³kwaʔ⁴a⁴,xi⁴kwaʔ⁴a⁴,,3–4–4,14–4–4,3–4–4,13–4–4,4–4–4
4491,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xi³kwe⁴nda² (alto es xo³kwe⁴nda²),take care of,cuidar,tr,Trimoraic,Invariable,xi³kwe⁴nda²,xi¹⁴kwe⁴nda²,ni¹-xi³kwe⁴nda²,xi¹³kwe⁴nda²,xi⁴kwe⁴nda²,,3–4–2,14–4–2,3–4–2,13–4–2,4–4–2
4492,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xi³kwiʔ⁴na⁴,steal,robar,tr,Trimoraic,Invariable,xi³kwiʔ⁴na⁴,xi¹⁴kwiʔ⁴na⁴,ni¹-xi³kwiʔ⁴na⁴,xi¹³kwiʔ⁴na⁴,xi⁴kwiʔ⁴na⁴,,3–4–4,14–4–4,3–4–4,13–4–4,4–4–4
4285,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xioʔ¹⁴o⁴,get ill (with a craving),enfermarse de antojo,intr,Bimoraic,Invariable,xioʔ¹⁴o⁴,ba¹⁴³ xioʔ¹⁴o⁴,ni¹-xioʔ¹⁴o⁴,xioʔ¹⁴o⁴,i⁴xioʔ¹⁴o⁴,,14–4,143 –14–4,14–4,14–4,(4)–14–4
4279,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xiʔ¹⁴ni³,scrub,restregar,tr,Bimoraic,Invariable,xiʔ¹⁴ni³,kwa¹⁴ xiʔ¹⁴ni³,ni¹-xiʔ¹⁴ni³,xiʔ¹⁴ni³,i⁴xiʔ¹⁴ni³,,14–3,14 –14–3,14–3,14–3,(4)–14–3
4286,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xiʔ¹⁴ñu³,mend,remendar,tr,Bimoraic,Invariable,xiʔ¹⁴ñu³,kwa¹⁴ xiʔ¹⁴ñu³,ni¹-xiʔ¹⁴ñu³,xiʔ¹⁴ñu³,i⁴xiʔ¹⁴ñu³,,14–3,14 –14–3,14–3,14–3,(4)–14–3
4493,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xo⁴kwi¹in¹,turn to see,voltear a ver,intr,Trimoraic,Invariable,xo⁴kwi¹in¹,xo¹⁴kwi¹in¹,ni¹-xo¹⁴kwi¹in¹,xo¹⁴kwi¹in¹,xo⁴kwi¹in¹,,4–1–1,14–1–1,14–1–1,14–1–1,4–1–1
4494,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,xu³ku⁴tu²⁴,roll,rodarse,intr,Trimoraic,Invariable,xu³ku⁴tu²⁴,xu¹⁴ku⁴tu²⁴,ni¹-xu³ku⁴tu²⁴,xu¹³ku⁴tu²⁴,xu⁴ku⁴tu²⁴,,3–4–24,14–4–24,3–4–24,13–4–24,4–4–24
4287,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ya¹⁴kun²,handle,sobar,tr,Bimoraic,Invariable,ya¹⁴kun²,kwa¹⁴ ya¹⁴kun²,ni¹-ya¹⁴kun²,ya¹⁴kun²,i⁴ya¹⁴kun²,,14–2,14 –14–2,14–2,14–2,(4)–14–2
4289,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ya¹ni³,be stuck,ser pegado,intr,Bimoraic,Invariable,ya¹ni³,ya¹⁴ni¹³,ni¹-ya¹ni³,ya¹ni³,ya⁴ni¹³,,1–3,14–13,1–3,1–3,4–13
4290,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,ya³tan³,grill,asarse,intr,Bimoraic,Invariable,ya³tan³,ya¹⁴tan³,ni¹-ya³tan³,ya¹³tan³,ya⁴tan³,,3–3,14–3,3–3,13–3,4–3
4288,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,yaʔ¹a³,pass,pasar,intr,Bimoraic,Invariable,yaʔ¹a³,yaʔ¹⁴a¹³,ni¹-yaʔ¹a³,yaʔ¹a³,yaʔ⁴a¹³,,1–3,14–13,1–3,1–3,4–13
4291,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,yuʔ¹⁴bi²,be frightened,asustarse,intr,Bimoraic,Invariable,yuʔ¹⁴bi²,kwa¹⁴ yuʔ¹⁴bi²,ni¹-yuʔ¹⁴bi²,yuʔ¹⁴bi²,i⁴yuʔ¹⁴bi²,,14–2,14 –14–2,14–2,14–2,(4)–14–2
